Date,Location,City,SO2 µg/m3,Nox µg/m3,RSPM µg/m3,SPM,AQI
29-04-2025 13:00,Punjabi Bagh (Delhi),Delhi,13.38,20.76,76.34,40.8,218.5
29-04-2025 14:00,Punjabi Bagh (Delhi),Delhi,9.05,14.76,79.69,29.06,160.6
29-04-2025 15:00,Punjabi Bagh (Delhi),Delhi,7.47,32.85,89.33,74.19,246.5
29-04-2025 16:00,Punjabi Bagh (Delhi),Delhi,11.45,34.2,79.08,73.86,280.2
29-04-2025 17:00,Punjabi Bagh (Delhi),Delhi,11.17,33.3,76.57,54.34,246.3
29-04-2025 18:00,Punjabi Bagh (Delhi),Delhi,12.08,30.5,95.2,89.51,315.0
29-04-2025 19:00,Punjabi Bagh (Delhi),Delhi,13.08,45.66,114.01,89.16,328.4
29-04-2025 20:00,Punjabi Bagh (Delhi),Delhi,12.56,53.02,98.4,83.23,310.9
29-04-2025 21:00,Punjabi Bagh (Delhi),Delhi,15.55,39.39,145.97,79.21,331.3
29-04-2025 22:00,Punjabi Bagh (Delhi),Delhi,11.03,34.19,63.06,50.71,233.6
29-04-2025 23:00,Punjabi Bagh (Delhi),Delhi,11.43,37.45,91.31,75.53,255.9
30-04-2025 00:00,Punjabi Bagh (Delhi),Delhi,4.99,22.14,80.37,42.99,184.9
30-04-2025 01:00,Punjabi Bagh (Delhi),Delhi,10.34,27.58,104.81,60.82,239.3
30-04-2025 02:00,Punjabi Bagh (Delhi),Delhi,11.84,32.71,102.26,83.03,288.4
30-04-2025 03:00,Punjabi Bagh (Delhi),Delhi,2.13,20.9,33.1,53.64,193.9
30-04-2025 04:00,Punjabi Bagh (Delhi),Delhi,6.47,11.78,54.54,41.57,159.5
30-04-2025 05:00,Punjabi Bagh (Delhi),Delhi,9.19,19.42,81.87,51.61,232.0
30-04-2025 06:00,Punjabi Bagh (Delhi),Delhi,9.88,29.16,81.83,65.98,253.0
30-04-2025 07:00,Punjabi Bagh (Delhi),Delhi,14.62,47.37,153.76,97.09,372.3
30-04-2025 08:00,Punjabi Bagh (Delhi),Delhi,11.86,42.54,124.07,102.61,339.4
30-04-2025 09:00,Punjabi Bagh (Delhi),Delhi,15.04,37.83,108.05,55.35,267.3
30-04-2025 10:00,Punjabi Bagh (Delhi),Delhi,9.94,15.66,53.44,62.26,217.2
30-04-2025 11:00,Punjabi Bagh (Delhi),Delhi,15.99,33.44,89.42,65.48,292.6
30-04-2025 12:00,Punjabi Bagh (Delhi),Delhi,10.24,25.15,100.99,56.26,266.1
30-04-2025 13:00,Punjabi Bagh (Delhi),Delhi,10.48,25.71,83.61,53.74,226.6
30-04-2025 14:00,Punjabi Bagh (Delhi),Delhi,5.33,6.7,67.16,39.38,197.3
30-04-2025 15:00,Punjabi Bagh (Delhi),Delhi,6.93,31.04,92.79,58.16,219.0
30-04-2025 16:00,Punjabi Bagh (Delhi),Delhi,10.18,34.05,108.23,51.95,238.0
30-04-2025 17:00,Punjabi Bagh (Delhi),Delhi,8.42,14.44,72.45,51.01,195.1
30-04-2025 18:00,Punjabi Bagh (Delhi),Delhi,15.88,37.28,115.9,88.43,307.4
30-04-2025 19:00,Punjabi Bagh (Delhi),Delhi,11.6,35.35,114.74,80.65,309.7
30-04-2025 20:00,Punjabi Bagh (Delhi),Delhi,13.69,43.69,145.17,100.03,373.9
30-04-2025 21:00,Punjabi Bagh (Delhi),Delhi,12.02,34.71,95.0,77.3,310.2
30-04-2025 22:00,Punjabi Bagh (Delhi),Delhi,11.57,32.09,99.56,58.17,270.8
30-04-2025 23:00,Punjabi Bagh (Delhi),Delhi,7.94,33.7,103.44,68.6,270.2
01-01-2025 00:00,Dwarka (Delhi),Delhi,13.34,44.28,116.18,93.05,332.3
01-01-2025 01:00,Dwarka (Delhi),Delhi,6.0,19.63,56.91,51.52,185.3
01-01-2025 02:00,Dwarka (Delhi),Delhi,9.05,27.34,117.07,60.72,229.9
01-01-2025 03:00,Dwarka (Delhi),Delhi,6.69,18.24,62.42,38.15,128.6
01-01-2025 04:00,Dwarka (Delhi),Delhi,8.83,21.64,77.36,59.53,176.2
01-01-2025 05:00,Dwarka (Delhi),Delhi,12.01,35.96,92.18,83.72,256.6
01-01-2025 06:00,Dwarka (Delhi),Delhi,10.77,37.13,117.41,93.85,298.6
01-01-2025 07:00,Dwarka (Delhi),Delhi,14.52,48.14,118.69,77.23,348.5
01-01-2025 08:00,Dwarka (Delhi),Delhi,13.3,55.76,126.83,94.98,351.5
01-01-2025 09:00,Dwarka (Delhi),Delhi,14.67,36.29,104.38,74.89,303.6
01-01-2025 10:00,Dwarka (Delhi),Delhi,8.08,28.47,51.88,63.83,214.5
01-01-2025 11:00,Dwarka (Delhi),Delhi,10.54,18.98,91.32,52.39,251.3
01-01-2025 12:00,Dwarka (Delhi),Delhi,6.8,25.39,84.45,59.36,248.3
01-01-2025 13:00,Dwarka (Delhi),Delhi,5.89,28.62,82.72,55.57,240.6
01-01-2025 14:00,Dwarka (Delhi),Delhi,9.24,31.34,35.85,34.73,175.9
01-01-2025 15:00,Dwarka (Delhi),Delhi,8.43,33.25,86.59,54.66,224.8
01-01-2025 16:00,Dwarka (Delhi),Delhi,9.82,35.08,104.44,71.3,261.5
01-01-2025 17:00,Dwarka (Delhi),Delhi,7.3,20.89,78.52,47.86,181.9
01-01-2025 18:00,Dwarka (Delhi),Delhi,12.86,46.24,139.69,70.29,346.2
01-01-2025 19:00,Dwarka (Delhi),Delhi,12.71,32.68,113.26,72.3,279.5
01-01-2025 20:00,Dwarka (Delhi),Delhi,12.55,43.83,128.03,80.89,351.1
01-01-2025 21:00,Dwarka (Delhi),Delhi,10.7,44.51,107.37,80.34,362.2
01-01-2025 22:00,Dwarka (Delhi),Delhi,9.66,29.86,112.46,63.0,296.4
01-01-2025 23:00,Dwarka (Delhi),Delhi,13.19,31.82,118.87,55.01,297.6
02-01-2025 00:00,Dwarka (Delhi),Delhi,8.63,30.74,90.4,82.3,278.0
02-01-2025 01:00,Dwarka (Delhi),Delhi,9.56,26.96,70.28,50.42,242.9
02-01-2025 02:00,Dwarka (Delhi),Delhi,8.74,30.2,73.32,52.87,219.9
02-01-2025 03:00,Dwarka (Delhi),Delhi,8.71,21.16,95.43,52.31,236.3
02-01-2025 04:00,Dwarka (Delhi),Delhi,7.19,20.48,45.43,56.18,211.2
02-01-2025 05:00,Dwarka (Delhi),Delhi,8.15,21.81,34.93,50.57,138.8
02-01-2025 06:00,Dwarka (Delhi),Delhi,12.86,42.27,119.34,98.92,335.1
02-01-2025 07:00,Dwarka (Delhi),Delhi,10.59,37.72,108.82,68.58,276.0
02-01-2025 08:00,Dwarka (Delhi),Delhi,15.52,45.73,142.16,93.47,376.3
02-01-2025 09:00,Dwarka (Delhi),Delhi,11.55,54.03,107.7,89.29,328.0
02-01-2025 10:00,Dwarka (Delhi),Delhi,10.5,42.62,115.73,100.36,329.7
02-01-2025 11:00,Dwarka (Delhi),Delhi,7.62,27.14,72.47,52.46,228.2
02-01-2025 12:00,Dwarka (Delhi),Delhi,13.61,36.15,111.04,87.54,334.0
02-01-2025 13:00,Dwarka (Delhi),Delhi,7.68,18.37,76.56,54.45,220.9
02-01-2025 14:00,Dwarka (Delhi),Delhi,9.98,25.13,66.95,42.77,185.5
02-01-2025 15:00,Dwarka (Delhi),Delhi,10.62,36.32,106.38,83.82,323.3
02-01-2025 16:00,Dwarka (Delhi),Delhi,8.72,30.75,106.37,64.53,284.7
02-01-2025 17:00,Dwarka (Delhi),Delhi,10.2,24.68,90.43,67.75,246.5
02-01-2025 18:00,Dwarka (Delhi),Delhi,15.95,42.93,114.03,78.68,327.6
02-01-2025 19:00,Dwarka (Delhi),Delhi,14.25,45.36,130.13,101.32,389.4
02-01-2025 20:00,Dwarka (Delhi),Delhi,16.79,47.27,145.41,88.71,407.4
02-01-2025 21:00,Dwarka (Delhi),Delhi,16.19,41.64,130.26,89.99,319.4
02-01-2025 22:00,Dwarka (Delhi),Delhi,13.24,19.37,87.39,38.26,235.4
02-01-2025 23:00,Dwarka (Delhi),Delhi,9.84,20.46,88.42,28.07,199.3
03-01-2025 00:00,Dwarka (Delhi),Delhi,7.88,29.29,113.44,82.36,257.8
03-01-2025 01:00,Dwarka (Delhi),Delhi,7.99,27.5,100.19,61.79,279.4
03-01-2025 02:00,Dwarka (Delhi),Delhi,12.65,22.98,67.93,46.31,232.4
03-01-2025 03:00,Dwarka (Delhi),Delhi,8.09,24.06,83.33,53.83,199.6
03-01-2025 04:00,Dwarka (Delhi),Delhi,8.35,25.22,71.46,44.89,206.6
03-01-2025 05:00,Dwarka (Delhi),Delhi,8.99,23.62,84.05,55.13,217.6
03-01-2025 06:00,Dwarka (Delhi),Delhi,12.43,24.35,118.06,43.52,261.5
03-01-2025 07:00,Dwarka (Delhi),Delhi,15.54,42.79,110.37,88.61,378.4
03-01-2025 08:00,Dwarka (Delhi),Delhi,13.2,45.66,113.2,83.27,320.3
03-01-2025 09:00,Dwarka (Delhi),Delhi,12.9,39.69,116.97,90.96,338.8
03-01-2025 10:00,Dwarka (Delhi),Delhi,8.11,29.15,63.68,58.16,228.1
03-01-2025 11:00,Dwarka (Delhi),Delhi,10.66,35.83,76.29,67.9,241.3
03-01-2025 12:00,Dwarka (Delhi),Delhi,9.96,32.21,113.33,65.32,268.2
03-01-2025 13:00,Dwarka (Delhi),Delhi,10.0,23.64,87.36,49.07,255.9
03-01-2025 14:00,Dwarka (Delhi),Delhi,7.18,32.76,93.2,50.18,197.3
03-01-2025 15:00,Dwarka (Delhi),Delhi,11.39,29.41,114.51,79.75,304.6
03-01-2025 16:00,Dwarka (Delhi),Delhi,7.3,31.96,54.27,62.38,227.2
03-01-2025 17:00,Dwarka (Delhi),Delhi,11.1,34.9,74.25,51.0,249.6
03-01-2025 18:00,Dwarka (Delhi),Delhi,15.04,47.11,146.3,85.13,379.0
03-01-2025 19:00,Dwarka (Delhi),Delhi,15.63,50.39,147.32,90.3,358.7
03-01-2025 20:00,Dwarka (Delhi),Delhi,14.22,43.12,106.72,86.08,353.3
03-01-2025 21:00,Dwarka (Delhi),Delhi,10.19,37.99,103.22,66.52,261.6
03-01-2025 22:00,Dwarka (Delhi),Delhi,9.07,25.85,101.07,48.07,253.7
03-01-2025 23:00,Dwarka (Delhi),Delhi,10.0,25.62,72.37,53.29,204.9
04-01-2025 00:00,Dwarka (Delhi),Delhi,13.44,41.46,147.53,82.69,333.3
04-01-2025 01:00,Dwarka (Delhi),Delhi,8.71,32.96,103.06,86.61,323.1
04-01-2025 02:00,Dwarka (Delhi),Delhi,9.72,37.61,128.98,83.8,272.6
04-01-2025 03:00,Dwarka (Delhi),Delhi,9.51,25.0,58.08,52.83,194.2
04-01-2025 04:00,Dwarka (Delhi),Delhi,7.92,16.11,40.65,45.06,191.7
04-01-2025 05:00,Dwarka (Delhi),Delhi,8.64,35.32,95.98,74.6,272.4
04-01-2025 06:00,Dwarka (Delhi),Delhi,14.49,38.42,98.82,75.64,295.0
04-01-2025 07:00,Dwarka (Delhi),Delhi,18.37,49.56,141.25,96.53,410.0
04-01-2025 08:00,Dwarka (Delhi),Delhi,14.75,36.41,80.17,69.61,283.4
04-01-2025 09:00,Dwarka (Delhi),Delhi,13.98,40.56,135.52,99.56,371.9
04-01-2025 10:00,Dwarka (Delhi),Delhi,8.6,31.69,68.84,55.84,244.9
04-01-2025 11:00,Dwarka (Delhi),Delhi,11.74,28.66,98.26,75.81,256.6
04-01-2025 12:00,Dwarka (Delhi),Delhi,16.15,36.22,89.04,58.86,242.7
04-01-2025 13:00,Dwarka (Delhi),Delhi,10.87,23.7,44.49,30.07,188.8
04-01-2025 14:00,Dwarka (Delhi),Delhi,8.78,20.95,51.77,33.57,212.8
04-01-2025 15:00,Dwarka (Delhi),Delhi,8.62,31.49,79.81,69.04,233.6
04-01-2025 16:00,Dwarka (Delhi),Delhi,12.34,38.82,78.15,65.32,282.7
04-01-2025 17:00,Dwarka (Delhi),Delhi,10.08,40.2,128.73,68.08,347.4
04-01-2025 18:00,Dwarka (Delhi),Delhi,15.96,36.74,96.06,76.88,299.1
04-01-2025 19:00,Dwarka (Delhi),Delhi,15.64,31.7,99.06,61.44,305.4
04-01-2025 20:00,Dwarka (Delhi),Delhi,12.27,43.84,95.19,83.72,315.5
04-01-2025 21:00,Dwarka (Delhi),Delhi,9.39,35.89,103.78,99.16,329.3
04-01-2025 22:00,Dwarka (Delhi),Delhi,11.51,12.19,69.58,77.43,280.6
04-01-2025 23:00,Dwarka (Delhi),Delhi,10.08,34.83,100.54,73.97,289.1
05-01-2025 00:00,Dwarka (Delhi),Delhi,11.53,35.24,72.25,49.94,247.6
05-01-2025 01:00,Dwarka (Delhi),Delhi,9.39,29.65,93.13,67.79,232.3
05-01-2025 02:00,Dwarka (Delhi),Delhi,9.33,34.86,77.71,61.35,221.8
05-01-2025 03:00,Dwarka (Delhi),Delhi,8.47,25.6,96.93,54.17,220.3
05-01-2025 04:00,Dwarka (Delhi),Delhi,6.37,25.64,60.94,52.33,196.1
05-01-2025 05:00,Dwarka (Delhi),Delhi,9.84,25.1,78.13,58.12,267.3
05-01-2025 06:00,Dwarka (Delhi),Delhi,9.9,37.62,71.02,52.36,224.8
05-01-2025 07:00,Dwarka (Delhi),Delhi,13.92,38.75,106.55,64.15,305.1
05-01-2025 08:00,Dwarka (Delhi),Delhi,12.0,36.08,101.73,79.49,291.3
05-01-2025 09:00,Dwarka (Delhi),Delhi,11.89,35.1,84.39,64.49,282.2
05-01-2025 10:00,Dwarka (Delhi),Delhi,9.16,46.63,108.4,70.9,285.9
05-01-2025 11:00,Dwarka (Delhi),Delhi,11.65,28.17,82.6,77.49,251.9
05-01-2025 12:00,Dwarka (Delhi),Delhi,10.03,25.48,89.28,66.8,244.0
05-01-2025 13:00,Dwarka (Delhi),Delhi,8.9,25.08,90.27,61.16,269.3
05-01-2025 14:00,Dwarka (Delhi),Delhi,9.37,36.31,66.1,29.95,208.2
05-01-2025 15:00,Dwarka (Delhi),Delhi,10.8,25.44,91.84,64.47,252.4
05-01-2025 16:00,Dwarka (Delhi),Delhi,12.39,32.02,102.82,49.59,270.3
05-01-2025 17:00,Dwarka (Delhi),Delhi,8.37,22.13,79.3,53.14,226.3
05-01-2025 18:00,Dwarka (Delhi),Delhi,14.16,37.59,92.17,71.42,309.8
05-01-2025 19:00,Dwarka (Delhi),Delhi,14.53,48.38,136.35,84.43,353.3
05-01-2025 20:00,Dwarka (Delhi),Delhi,18.15,36.42,132.73,88.97,377.9
05-01-2025 21:00,Dwarka (Delhi),Delhi,11.04,33.31,124.4,67.52,316.8
05-01-2025 22:00,Dwarka (Delhi),Delhi,7.87,38.06,92.96,73.53,264.3
05-01-2025 23:00,Dwarka (Delhi),Delhi,10.21,32.5,116.4,58.02,268.0
06-01-2025 00:00,Dwarka (Delhi),Delhi,5.19,14.25,73.73,40.54,169.2
06-01-2025 01:00,Dwarka (Delhi),Delhi,11.69,34.93,104.22,87.48,290.7
06-01-2025 02:00,Dwarka (Delhi),Delhi,10.84,31.08,72.97,53.13,215.5
06-01-2025 03:00,Dwarka (Delhi),Delhi,10.37,18.71,57.46,46.03,195.2
06-01-2025 04:00,Dwarka (Delhi),Delhi,5.51,25.77,68.37,37.65,167.4
06-01-2025 05:00,Dwarka (Delhi),Delhi,15.76,36.35,122.75,80.98,289.8
06-01-2025 06:00,Dwarka (Delhi),Delhi,10.41,32.67,76.45,36.49,250.3
06-01-2025 07:00,Dwarka (Delhi),Delhi,7.53,31.78,78.04,82.84,296.2
06-01-2025 08:00,Dwarka (Delhi),Delhi,12.43,37.87,109.79,52.22,283.6
06-01-2025 09:00,Dwarka (Delhi),Delhi,15.5,48.01,155.76,99.59,366.6
06-01-2025 10:00,Dwarka (Delhi),Delhi,10.04,18.69,75.49,49.56,218.4
06-01-2025 11:00,Dwarka (Delhi),Delhi,7.43,24.39,84.72,63.1,261.3
06-01-2025 12:00,Dwarka (Delhi),Delhi,12.73,31.59,91.91,57.58,245.6
06-01-2025 13:00,Dwarka (Delhi),Delhi,6.34,28.07,58.89,50.79,158.7
06-01-2025 14:00,Dwarka (Delhi),Delhi,11.25,31.51,73.87,61.26,253.4
06-01-2025 15:00,Dwarka (Delhi),Delhi,10.58,22.68,78.72,66.03,248.0
06-01-2025 16:00,Dwarka (Delhi),Delhi,7.6,24.32,78.4,35.11,235.7
06-01-2025 17:00,Dwarka (Delhi),Delhi,11.27,29.71,88.23,40.24,234.1
06-01-2025 18:00,Dwarka (Delhi),Delhi,12.22,39.67,125.61,87.37,311.3
06-01-2025 19:00,Dwarka (Delhi),Delhi,11.08,43.67,101.39,65.45,305.1
06-01-2025 20:00,Dwarka (Delhi),Delhi,15.45,33.72,105.12,71.05,318.7
06-01-2025 21:00,Dwarka (Delhi),Delhi,15.0,47.9,149.69,75.03,360.6
06-01-2025 22:00,Dwarka (Delhi),Delhi,8.48,28.38,89.35,53.49,233.6
06-01-2025 23:00,Dwarka (Delhi),Delhi,11.35,31.05,87.35,37.55,236.0
07-01-2025 00:00,Dwarka (Delhi),Delhi,12.54,35.72,94.25,69.77,304.4
07-01-2025 01:00,Dwarka (Delhi),Delhi,5.16,23.38,56.12,56.61,228.9
07-01-2025 02:00,Dwarka (Delhi),Delhi,8.15,11.76,76.49,50.2,167.3
07-01-2025 03:00,Dwarka (Delhi),Delhi,6.63,16.17,68.31,60.59,170.4
07-01-2025 04:00,Dwarka (Delhi),Delhi,8.68,30.73,110.78,68.06,251.3
07-01-2025 05:00,Dwarka (Delhi),Delhi,13.19,36.06,103.02,62.22,297.3
07-01-2025 06:00,Dwarka (Delhi),Delhi,7.53,26.25,83.18,57.26,233.4
07-01-2025 07:00,Dwarka (Delhi),Delhi,14.69,38.0,127.95,94.87,334.0
07-01-2025 08:00,Dwarka (Delhi),Delhi,12.56,45.67,126.63,91.47,341.1
07-01-2025 09:00,Dwarka (Delhi),Delhi,16.68,53.65,131.28,91.05,381.4
07-01-2025 10:00,Dwarka (Delhi),Delhi,10.12,45.72,125.34,76.45,302.3
07-01-2025 11:00,Dwarka (Delhi),Delhi,13.49,30.05,94.22,78.91,304.2
07-01-2025 12:00,Dwarka (Delhi),Delhi,13.28,33.51,74.31,61.22,266.7
07-01-2025 13:00,Dwarka (Delhi),Delhi,5.78,21.2,76.84,68.14,235.5
07-01-2025 14:00,Dwarka (Delhi),Delhi,8.96,24.14,68.22,43.7,201.0
07-01-2025 15:00,Dwarka (Delhi),Delhi,9.14,33.77,119.1,65.15,291.2
07-01-2025 16:00,Dwarka (Delhi),Delhi,3.96,27.92,82.73,47.79,204.9
07-01-2025 17:00,Dwarka (Delhi),Delhi,8.32,31.71,56.28,64.38,215.2
07-01-2025 18:00,Dwarka (Delhi),Delhi,8.33,32.36,107.02,81.0,265.2
07-01-2025 19:00,Dwarka (Delhi),Delhi,17.58,44.34,117.34,102.31,361.9
07-01-2025 20:00,Dwarka (Delhi),Delhi,16.87,48.1,152.22,97.24,375.3
07-01-2025 21:00,Dwarka (Delhi),Delhi,14.47,41.44,127.18,80.04,325.4
07-01-2025 22:00,Dwarka (Delhi),Delhi,13.46,36.31,91.53,85.83,293.7
07-01-2025 23:00,Dwarka (Delhi),Delhi,6.78,26.93,38.47,69.78,217.4
08-01-2025 00:00,Dwarka (Delhi),Delhi,13.54,40.4,89.19,78.86,261.5
08-01-2025 01:00,Dwarka (Delhi),Delhi,9.78,24.37,88.42,64.52,222.8
08-01-2025 02:00,Dwarka (Delhi),Delhi,9.21,29.08,73.87,76.14,203.0
08-01-2025 03:00,Dwarka (Delhi),Delhi,11.46,30.19,43.44,65.88,203.8
08-01-2025 04:00,Dwarka (Delhi),Delhi,10.13,31.53,93.99,75.61,247.4
08-01-2025 05:00,Dwarka (Delhi),Delhi,13.02,24.11,59.72,67.45,246.1
08-01-2025 06:00,Dwarka (Delhi),Delhi,11.89,25.43,84.83,80.93,306.3
08-01-2025 07:00,Dwarka (Delhi),Delhi,15.6,39.46,102.93,84.55,325.8
08-01-2025 08:00,Dwarka (Delhi),Delhi,17.21,42.97,127.97,98.48,362.7
08-01-2025 09:00,Dwarka (Delhi),Delhi,13.44,34.75,103.6,74.83,299.2
08-01-2025 10:00,Dwarka (Delhi),Delhi,14.45,29.53,86.7,80.87,265.6
08-01-2025 11:00,Dwarka (Delhi),Delhi,12.61,28.08,100.63,77.34,277.0
08-01-2025 12:00,Dwarka (Delhi),Delhi,10.72,27.38,73.15,69.3,236.7
08-01-2025 13:00,Dwarka (Delhi),Delhi,10.25,32.22,107.27,58.48,249.7
08-01-2025 14:00,Dwarka (Delhi),Delhi,8.08,21.46,71.54,44.08,221.3
08-01-2025 15:00,Dwarka (Delhi),Delhi,9.51,26.17,107.83,75.84,276.3
08-01-2025 16:00,Dwarka (Delhi),Delhi,11.37,25.86,81.59,66.34,249.1
08-01-2025 17:00,Dwarka (Delhi),Delhi,11.16,32.8,119.09,80.67,298.2
08-01-2025 18:00,Dwarka (Delhi),Delhi,15.62,49.52,121.53,76.99,331.5
08-01-2025 19:00,Dwarka (Delhi),Delhi,12.12,47.5,109.91,84.09,344.1
08-01-2025 20:00,Dwarka (Delhi),Delhi,12.21,36.61,114.75,75.2,296.0
08-01-2025 21:00,Dwarka (Delhi),Delhi,11.97,37.91,93.85,95.9,327.8
08-01-2025 22:00,Dwarka (Delhi),Delhi,13.58,30.3,61.61,59.88,257.6
08-01-2025 23:00,Dwarka (Delhi),Delhi,10.56,34.69,93.91,61.84,260.9
09-01-2025 00:00,Dwarka (Delhi),Delhi,8.31,30.38,92.68,50.26,228.0
09-01-2025 01:00,Dwarka (Delhi),Delhi,13.03,31.23,107.72,78.0,297.2
09-01-2025 02:00,Dwarka (Delhi),Delhi,4.1,22.82,52.84,57.73,170.4
09-01-2025 03:00,Dwarka (Delhi),Delhi,11.77,37.24,79.39,54.36,270.7
09-01-2025 04:00,Dwarka (Delhi),Delhi,5.57,25.98,59.53,52.82,203.7
09-01-2025 05:00,Dwarka (Delhi),Delhi,11.46,32.2,83.09,49.99,254.7
09-01-2025 06:00,Dwarka (Delhi),Delhi,7.19,38.25,101.31,75.13,266.8
09-01-2025 07:00,Dwarka (Delhi),Delhi,12.36,31.62,104.18,62.84,291.3
09-01-2025 08:00,Dwarka (Delhi),Delhi,10.17,37.98,88.45,98.27,323.2
09-01-2025 09:00,Dwarka (Delhi),Delhi,13.29,43.22,96.7,75.18,332.0
09-01-2025 10:00,Dwarka (Delhi),Delhi,11.53,30.01,107.74,73.04,280.1
09-01-2025 11:00,Dwarka (Delhi),Delhi,11.95,30.09,96.56,51.22,279.1
09-01-2025 12:00,Dwarka (Delhi),Delhi,9.21,32.24,92.58,53.12,242.6
09-01-2025 13:00,Dwarka (Delhi),Delhi,9.85,20.24,65.02,53.07,180.9
09-01-2025 14:00,Dwarka (Delhi),Delhi,7.93,23.13,64.43,52.9,205.9
09-01-2025 15:00,Dwarka (Delhi),Delhi,7.09,26.14,74.72,62.94,195.3
09-01-2025 16:00,Dwarka (Delhi),Delhi,12.46,35.07,95.03,77.81,291.1
09-01-2025 17:00,Dwarka (Delhi),Delhi,10.16,28.38,94.61,79.71,272.6
09-01-2025 18:00,Dwarka (Delhi),Delhi,13.26,41.73,122.77,85.03,330.1
09-01-2025 19:00,Dwarka (Delhi),Delhi,11.97,43.98,107.23,96.89,324.7
09-01-2025 20:00,Dwarka (Delhi),Delhi,13.37,43.61,106.31,88.67,331.7
09-01-2025 21:00,Dwarka (Delhi),Delhi,14.04,36.22,105.22,64.26,330.3
09-01-2025 22:00,Dwarka (Delhi),Delhi,8.76,26.0,83.84,61.76,244.5
09-01-2025 23:00,Dwarka (Delhi),Delhi,12.29,36.72,108.01,72.49,278.9
10-01-2025 00:00,Dwarka (Delhi),Delhi,12.38,35.02,69.8,64.01,262.9
10-01-2025 01:00,Dwarka (Delhi),Delhi,4.2,20.98,66.69,44.76,196.0
10-01-2025 02:00,Dwarka (Delhi),Delhi,7.34,13.84,58.03,29.41,144.8
10-01-2025 03:00,Dwarka (Delhi),Delhi,8.5,21.16,69.35,50.48,190.8
10-01-2025 04:00,Dwarka (Delhi),Delhi,7.25,14.2,38.42,32.08,157.4
10-01-2025 05:00,Dwarka (Delhi),Delhi,8.41,38.09,106.69,73.31,290.3
10-01-2025 06:00,Dwarka (Delhi),Delhi,10.21,35.79,88.04,51.21,269.8
10-01-2025 07:00,Dwarka (Delhi),Delhi,14.54,41.27,140.41,78.32,323.4
10-01-2025 08:00,Dwarka (Delhi),Delhi,12.35,34.57,105.04,69.71,320.4
10-01-2025 09:00,Dwarka (Delhi),Delhi,8.58,29.35,94.72,55.14,243.6
10-01-2025 10:00,Dwarka (Delhi),Delhi,11.69,22.22,81.77,69.73,240.6
10-01-2025 11:00,Dwarka (Delhi),Delhi,6.35,36.79,94.39,67.16,235.4
10-01-2025 12:00,Dwarka (Delhi),Delhi,11.59,18.48,83.65,73.91,257.7
10-01-2025 13:00,Dwarka (Delhi),Delhi,5.67,20.62,43.71,39.7,158.5
10-01-2025 14:00,Dwarka (Delhi),Delhi,9.51,24.71,65.49,59.62,222.6
10-01-2025 15:00,Dwarka (Delhi),Delhi,11.51,33.35,100.71,77.06,273.2
10-01-2025 16:00,Dwarka (Delhi),Delhi,11.08,30.02,116.02,56.8,272.1
10-01-2025 17:00,Dwarka (Delhi),Delhi,9.13,21.3,94.08,61.38,253.6
10-01-2025 18:00,Dwarka (Delhi),Delhi,12.74,43.05,127.79,70.82,327.3
10-01-2025 19:00,Dwarka (Delhi),Delhi,15.11,49.71,139.11,98.49,389.7
10-01-2025 20:00,Dwarka (Delhi),Delhi,16.49,45.43,117.53,85.71,346.2
10-01-2025 21:00,Dwarka (Delhi),Delhi,13.67,39.66,101.93,89.74,305.9
10-01-2025 22:00,Dwarka (Delhi),Delhi,15.63,32.0,103.36,72.94,299.6
10-01-2025 23:00,Dwarka (Delhi),Delhi,14.21,48.89,139.66,87.83,354.7
11-01-2025 00:00,Dwarka (Delhi),Delhi,11.56,37.84,89.45,60.65,262.9
11-01-2025 01:00,Dwarka (Delhi),Delhi,9.49,36.6,118.98,77.93,294.5
11-01-2025 02:00,Dwarka (Delhi),Delhi,5.53,28.54,63.29,38.07,188.3
11-01-2025 03:00,Dwarka (Delhi),Delhi,11.59,24.71,125.13,57.03,249.8
11-01-2025 04:00,Dwarka (Delhi),Delhi,13.45,32.88,86.83,44.92,237.0
11-01-2025 05:00,Dwarka (Delhi),Delhi,15.11,33.06,140.22,84.22,334.4
11-01-2025 06:00,Dwarka (Delhi),Delhi,8.89,30.97,99.95,57.79,251.0
11-01-2025 07:00,Dwarka (Delhi),Delhi,19.99,42.07,130.26,73.11,330.8
11-01-2025 08:00,Dwarka (Delhi),Delhi,14.02,39.17,122.77,68.53,277.3
11-01-2025 09:00,Dwarka (Delhi),Delhi,9.74,47.27,145.46,85.95,371.3
11-01-2025 10:00,Dwarka (Delhi),Delhi,11.6,35.48,100.76,90.55,299.0
11-01-2025 11:00,Dwarka (Delhi),Delhi,8.63,25.06,80.08,63.1,244.6
11-01-2025 12:00,Dwarka (Delhi),Delhi,9.85,35.94,108.56,61.66,283.9
11-01-2025 13:00,Dwarka (Delhi),Delhi,8.27,25.69,65.91,51.4,211.0
11-01-2025 14:00,Dwarka (Delhi),Delhi,12.12,25.41,93.53,66.61,209.9
11-01-2025 15:00,Dwarka (Delhi),Delhi,7.96,32.7,77.43,52.2,213.5
11-01-2025 16:00,Dwarka (Delhi),Delhi,13.65,34.41,96.61,48.35,287.9
11-01-2025 17:00,Dwarka (Delhi),Delhi,9.74,26.48,88.84,61.49,262.6
